,reg_1,reg_2
37855,Russian River Valley,Sonoma
37856,Russian River Valley,Sonoma
37857,Russian River Valley,Sonoma
37858,Edna Valley,Central Coast
37859,Columbia Valley (WA),Columbia Valley
37860,Napa Valley,Napa
37861,Russian River Valley,Sonoma
37862,Santa Cruz Mountains,Central Coast
37863,Dry Creek Valley,Sonoma
37864,El Dorado,Sierra Foothills
37865,Moon Mountain District Sonoma County,Sonoma
37866,Paso Robles,Central Coast
37867,Paso Robles,Central Coast
37868,Paso Robles,Central Coast
37869,Napa Valley,Napa
37870,California,California Other
37871,California,California Other
37872,Saddle Rock-Malibu,South Coast
37873,California,California Other
37874,California,California Other
37875,Paso Robles,Central Coast
37876,Napa Valley,Napa
37877,Sonoma Valley,Sonoma
37878,Napa Valley,Napa
37879,Russian River Valley,Sonoma
37880,Napa Valley,Napa
37881,Napa Valley,Napa
37882,Arroyo Seco,Central Coast
37883,Columbia Valley (WA),Columbia Valley
37884,Yakima Valley,Columbia Valley
37885,Columbia Valley (WA),Columbia Valley
37886,Paso Robles,Central Coast
37887,Walla Walla Valley (WA),Columbia Valley
37888,Columbia Gorge (WA),Washington Other
37889,Edna Valley,Central Coast
37890,Russian River Valley,Sonoma
37891,Columbia Valley (WA),Columbia Valley
37892,Rogue Valley,Southern Oregon
37893,Sonoma Coast,Sonoma
37894,Dundee Hills,Willamette Valley
37895,Oregon,Oregon Other
37896,Coombsville,Napa
37897,Yountville,Napa
37898,Napa Valley,Napa
37899,California,California Other
37900,Rogue Valley,Southern Oregon
37901,Rogue Valley,Southern Oregon
37902,Alexander Valley,Sonoma
37903,Napa Valley,Napa
37904,Livermore Valley,Central Coast
37905,Bennett Valley,Sonoma
37906,Russian River Valley,Sonoma
37907,Russian River Valley,Sonoma
37908,Russian River Valley,Sonoma
37909,Russian River Valley,Sonoma
37910,Carneros,Napa-Sonoma
37911,Walla Walla Valley (WA),Columbia Valley
37912,Columbia Valley (WA),Columbia Valley
37913,Russian River Valley,Sonoma
37914,El Dorado,Sierra Foothills
37915,Knights Valley,Sonoma
37916,Paso Robles,Central Coast
37917,Fair Play,Sierra Foothills
37918,Sonoma Valley,Sonoma
37919,California,California Other
37920,Dry Creek Valley,Sonoma
37921,California,California Other
37922,Arroyo Seco,Central Coast
37923,Columbia Valley (WA),Columbia Valley
37924,California,California Other
37925,Washington,Washington Other
37926,Napa Valley,Napa
37927,Monterey,Central Coast
37928,Columbia Valley (WA),Columbia Valley
37929,Livermore Valley,Central Coast
37930,Columbia Valley (WA),Columbia Valley
37931,Sta. Rita Hills,Central Coast
37932,Columbia Valley (WA),Columbia Valley
37933,Wahluke Slope,Columbia Valley
37934,Walla Walla Valley (WA),Columbia Valley
37935,North Fork of Long Island,Long Island
37936,Rutherford,Napa
37937,Columbia Valley (WA),Columbia Valley
37938,Red Mountain,Columbia Valley
37939,Cienega Valley,Central Coast
37940,Lodi,Central Valley
37941,Santa Maria Valley,Central Coast
37942,Carneros,Napa-Sonoma
37943,Sta. Rita Hills,Central Coast
37944,Santa Maria Valley,Central Coast
37945,Santa Maria Valley,Central Coast
37946,Santa Barbara County,Central Coast
37947,Russian River Valley,Sonoma
37948,Russian River Valley,Sonoma
37949,Yakima Valley,Columbia Valley
37950,Sta. Rita Hills,Central Coast
37951,Sonoma Valley,Sonoma
37952,Sta. Rita Hills,Central Coast
37953,Red Mountain,Columbia Valley
37954,North Fork of Long Island,Long Island
37955,Columbia Valley (WA),Columbia Valley
37956,Horse Heaven Hills,Columbia Valley
37957,Santa Barbara County,Central Coast
37958,Columbia Valley (WA),Columbia Valley
37959,Fair Play,Sierra Foothills
37960,California,California Other
37961,Seneca Lake,Finger Lakes
37962,Arroyo Seco,Central Coast
37963,Columbia Valley (WA),Columbia Valley
37964,Rogue Valley,Southern Oregon
37965,Atlas Peak,Napa
37966,Russian River Valley,Sonoma
37967,Russian River Valley,Sonoma
37968,Dry Creek Valley,Sonoma
37969,Sta. Rita Hills,Central Coast
37970,Sta. Rita Hills,Central Coast
37971,Yakima Valley,Columbia Valley
37972,Diamond Mountain District,Napa
37973,Russian River Valley,Sonoma
37974,Sta. Rita Hills,Central Coast
37975,Oakville,Napa
37976,Spring Mountain District,Napa
37977,Napa Valley,Napa
37978,Columbia Valley (WA),Columbia Valley
37979,Atlas Peak,Napa
37980,Carneros,Napa-Sonoma
37981,Shenandoah Valley (CA),Sierra Foothills
37982,Santa Maria Valley,Central Coast
37983,Dry Creek Valley,Sonoma
37984,Paso Robles,Central Coast
37985,Dry Creek Valley,Sonoma
37986,Napa Valley,Napa
37987,Dry Creek Valley,Sonoma
37988,Contra Costa County,Central Coast
37989,Oregon,Oregon Other
37990,Carneros,Napa-Sonoma
37991,Calaveras County,Sierra Foothills
37992,California,California Other
37993,Paso Robles,Central Coast
37994,Paso Robles,Central Coast
37995,Paso Robles,Central Coast
37996,Monterey County,Central Coast
37997,Sonoma Valley,Sonoma
37998,Santa Maria Valley,Central Coast
37999,Paso Robles,Central Coast
38000,Sonoma County,Sonoma
38001,Calaveras County,Sierra Foothills
38002,Paso Robles,Central Coast
38003,Santa Barbara County,Central Coast
38004,Chehalem Mountains,Willamette Valley
38005,Arroyo Seco,Central Coast
38006,Sonoma County,Sonoma
38007,Alexander Valley,Sonoma
38008,Sonoma Coast,Sonoma
38009,Happy Canyon of Santa Barbara,Central Coast
38010,Arroyo Seco,Central Coast
38011,Columbia Valley (WA),Columbia Valley
38012,Napa Valley,Napa
38013,Russian River Valley,Sonoma
38014,Horse Heaven Hills,Columbia Valley
38015,New York,New York Other
38016,North Fork of Long Island,Long Island
38017,Horse Heaven Hills,Columbia Valley
38018,Cayuga Lake,Finger Lakes
38019,California,California Other
38020,Columbia Valley (WA),Columbia Valley
38021,Red Mountain,Columbia Valley
38022,Sonoma Valley,Sonoma
38023,California,California Other
38024,Columbia Valley (WA),Columbia Valley
38025,Columbia Valley (WA),Columbia Valley
38026,Napa Valley,Napa
38027,Rogue Valley,Southern Oregon
38028,Alexander Valley,Sonoma
38029,El Dorado,Sierra Foothills
38030,California,California Other
38031,Fiddletown,Sierra Foothills
38032,Sonoma Coast,Sonoma
38033,Sonoma Mountain,Sonoma
38034,Walla Walla Valley (WA),Columbia Valley
38035,Columbia Valley (WA),Columbia Valley
38036,California,California Other
38037,Columbia Valley (WA),Columbia Valley
38038,Santa Maria Valley,Central Coast
38039,Chalone,Central Coast
38040,Columbia Valley (WA),Columbia Valley
38041,Columbia Valley (WA),Columbia Valley
38042,Columbia Valley (WA),Columbia Valley
38043,Walla Walla Valley (WA),Columbia Valley
38044,Columbia Valley (WA),Columbia Valley
38045,Walla Walla Valley (WA),Columbia Valley
38046,Walla Walla Valley (WA),Columbia Valley
38047,Shenandoah Valley (CA),Sierra Foothills
38048,Mt. Harlan,Central Coast
38049,Rutherford,Napa
38050,Napa Valley,Napa
38051,Knights Valley,Sonoma
38052,Napa Valley,Napa
38053,Sonoma Valley,Sonoma
38054,Santa Maria Valley,Central Coast
38055,Howell Mountain,Napa
38056,Columbia Valley (WA),Columbia Valley
38057,San Luis Obispo County,Central Coast
38058,Napa Valley,Napa
38059,Temecula Valley,South Coast
38060,St. Helena,Napa
38061,Oakville,Napa
38062,Walla Walla Valley (WA),Columbia Valley
38063,Columbia Valley (WA),Columbia Valley
38064,Russian River Valley,Sonoma
38065,Napa Valley,Napa
38066,Sta. Rita Hills,Central Coast
38067,Stags Leap District,Napa
38068,Wahluke Slope,Columbia Valley
38069,Columbia Valley (WA),Columbia Valley
38070,Columbia Valley (WA),Columbia Valley
38071,Edna Valley,Central Coast
38072,Santa Cruz Mountains,Central Coast
38073,Paso Robles,Central Coast
38074,Red Mountain,Columbia Valley
38075,Columbia Valley (WA),Columbia Valley
38076,Columbia Gorge (WA),Washington Other
38077,Horse Heaven Hills,Columbia Valley
38078,St. Helena,Napa
38079,Horse Heaven Hills,Columbia Valley
38080,California,California Other
38081,Ancient Lakes,Columbia Valley
38082,Columbia Valley (WA),Columbia Valley
38083,Napa Valley,Napa
38084,Napa Valley,Napa
38085,Walla Walla Valley (WA),Columbia Valley
38086,Santa Cruz Mountains,Central Coast
38087,Columbia Valley (WA),Columbia Valley
38088,Dundee Hills,Willamette Valley
38089,Sonoma Valley,Sonoma
38090,Napa Valley,Napa
38091,El Pomar District,Central Coast
38092,Russian River Valley,Sonoma
38093,Eola-Amity Hills,Willamette Valley
38094,Sonoma County-Napa County,Napa-Sonoma
38095,Sonoma Coast,Sonoma
38096,Eola-Amity Hills,Willamette Valley
38097,Santa Barbara County,Central Coast
38098,Carneros,Napa-Sonoma
38099,Walla Walla Valley (WA),Columbia Valley
38100,Sonoma County,Sonoma
38101,Livermore Valley,Central Coast
38102,Livermore Valley,Central Coast
38103,Livermore Valley,Central Coast
38104,Paso Robles,Central Coast
38105,Green Valley,Sonoma
38106,Russian River Valley,Sonoma
38107,Sonoma Coast,Sonoma
38108,Yakima Valley,Columbia Valley
38109,Napa Valley,Napa
38110,North Fork of Long Island,Long Island
38111,Carneros,Napa-Sonoma
38112,Columbia Valley (WA),Columbia Valley
38113,Columbia Valley (WA),Columbia Valley
38114,Edna Valley,Central Coast
38115,Horse Heaven Hills,Columbia Valley
38116,Rogue Valley,Southern Oregon
38117,Santa Ynez Valley,Central Coast
38118,Napa Valley,Napa
38119,Eola-Amity Hills,Willamette Valley
38120,Paso Robles,Central Coast
38121,Mokelumne River,Central Valley
38122,Sta. Rita Hills,Central Coast
38123,Walla Walla Valley (WA),Columbia Valley
38124,Wahluke Slope,Columbia Valley
38125,Napa Valley,Napa
38126,Red Mountain,Columbia Valley
38127,Paso Robles,Central Coast
38128,Paso Robles,Central Coast
38129,Walla Walla Valley (WA),Columbia Valley
38130,Yakima Valley,Columbia Valley
38131,Green Valley,Sonoma
38132,Sonoma Coast,Sonoma
38133,Green Valley,Sonoma
38134,Rutherford,Napa
38135,Oak Knoll District,Napa
38136,Santa Cruz Mountains,Central Coast
38137,Napa Valley,Napa
38138,Napa Valley,Napa
38139,Howell Mountain,Napa
38140,Paso Robles,Central Coast
38141,Bennett Valley,Sonoma
38142,Dry Creek Valley,Sonoma
38143,Lodi,Central Valley
38144,California,California Other
38145,Napa County-Sonoma County,Napa-Sonoma
38146,Santa Barbara County,Central Coast
38147,Paso Robles,Central Coast
38148,Russian River Valley,Sonoma
38149,San Benito County,Central Coast
38150,Paso Robles,Central Coast
38151,Oregon,Oregon Other
38152,Dundee Hills,Willamette Valley
38153,Paso Robles,Central Coast
38154,Paso Robles,Central Coast
38155,Lodi,Central Valley
38156,Knights Valley,Sonoma
38157,Russian River Valley,Sonoma
38158,Dundee Hills,Willamette Valley
38159,Livermore Valley,Central Coast
38160,Chehalem Mountains,Willamette Valley
38161,Ribbon Ridge,Willamette Valley
38162,Chehalem Mountains,Willamette Valley
38163,Walla Walla Valley (OR),Oregon Other
38164,Walla Walla Valley (OR),Oregon Other
38165,Happy Canyon of Santa Barbara,Central Coast
38166,Napa Valley,Napa
38167,Santa Ynez Valley,Central Coast
38168,Chalk Hill,Sonoma
38169,Amador County,Sierra Foothills
38170,Alexander Valley,Sonoma
38171,Columbia Valley (WA),Columbia Valley
38172,Wahluke Slope,Columbia Valley
38173,Paso Robles,Central Coast
38174,Calaveras County,Sierra Foothills
38175,Carneros,Napa-Sonoma
38176,Russian River Valley,Sonoma
38177,Santa Ynez Valley,Central Coast
38178,Santa Cruz Mountains,Central Coast
38179,Arroyo Seco,Central Coast
38180,Napa County,Napa
38181,Oakville,Napa
38182,Suisun Valley,North Coast
38183,Temecula Valley,South Coast
38184,California,California Other
38185,Napa Valley,Napa
38186,Napa Valley,Napa
38187,Napa Valley,Napa
38188,Dry Creek Valley,Sonoma
38189,Napa Valley,Napa
38190,California,California Other
38191,Napa Valley,Napa
38192,Paso Robles,Central Coast
38193,Walla Walla Valley (WA),Columbia Valley
38194,Yakima Valley,Columbia Valley
38195,Russian River Valley,Sonoma
38196,Santa Maria Valley,Central Coast
38197,Santa Maria Valley,Central Coast
38198,Alexander Valley,Sonoma
38199,Russian River Valley,Sonoma
38200,Yakima Valley,Columbia Valley
38201,Columbia Valley (WA),Columbia Valley
38202,Napa Valley,Napa
38203,Columbia Valley (WA),Columbia Valley
38204,Dundee Hills,Willamette Valley
38205,Carneros,Napa-Sonoma
38206,Columbia Valley (WA),Columbia Valley
38207,Edna Valley,Central Coast
38208,Lodi,Central Valley
38209,Napa Valley,Napa
38210,California,California Other
38211,Columbia Valley (WA),Columbia Valley
38212,Columbia Valley (WA),Columbia Valley
38213,San Luis Obispo County,Central Coast
38214,Sonoma Valley,Sonoma
38215,Eola-Amity Hills,Willamette Valley
38216,California,California Other
38217,Carneros,Napa-Sonoma
38218,Sta. Rita Hills,Central Coast
38219,Sta. Rita Hills,Central Coast
38220,Russian River Valley,Sonoma
38221,Santa Lucia Highlands,Central Coast
38222,Russian River Valley,Sonoma
38223,Paso Robles,Central Coast
38224,Malibu-Newton Canyon,South Coast
38225,Napa Valley,Napa
38226,Washington,Washington Other
38227,Monterey County,Central Coast
38228,Edna Valley,Central Coast
38229,Edna Valley,Central Coast
38230,Lodi,Central Valley
38231,Columbia Valley (WA),Columbia Valley
38232,Wahluke Slope,Columbia Valley
38233,Columbia Valley (WA),Columbia Valley
38234,California,California Other
38235,Columbia Valley (WA),Columbia Valley
38236,Contra Costa County,Central Coast
38237,Russian River Valley,Sonoma
38238,California,California Other
38239,Rogue Valley,Southern Oregon
38240,Sonoma County,Sonoma
38241,Oregon,Oregon Other
38242,Santa Ynez Valley,Central Coast
38243,Columbia Valley (WA),Columbia Valley
38244,Santa Ynez Valley,Central Coast
38245,Columbia Valley (WA),Columbia Valley
38246,Russian River Valley,Sonoma
38247,Russian River Valley,Sonoma
38248,Columbia Valley (WA),Columbia Valley
38249,Sonoma County,Sonoma
38250,Columbia Gorge (WA),Washington Other
38251,Amador County,Sierra Foothills
38252,Columbia Valley (WA),Columbia Valley
38253,Russian River Valley,Sonoma
38254,Sonoma Coast,Sonoma
38255,Napa Valley,Napa
38256,Russian River Valley,Sonoma
38257,Santa Barbara County,Central Coast
38258,Columbia Valley (WA),Columbia Valley
38259,Columbia Valley (WA),Columbia Valley
38260,Napa Valley,Napa
38261,Santa Ynez Valley,Central Coast
38262,El Dorado,Sierra Foothills
38263,Columbia Valley (WA),Columbia Valley
38264,Dry Creek Valley,Sonoma
38265,Sonoma County,Sonoma
38266,San Benito County,Central Coast
38267,Chehalem Mountains,Willamette Valley
38268,Sonoma Valley,Sonoma
38269,Mt. Harlan,Central Coast
38270,Paso Robles,Central Coast
38271,Sta. Rita Hills,Central Coast
38272,Chehalem Mountains,Willamette Valley
38273,Mt. Harlan,Central Coast
38274,Russian River Valley,Sonoma
38275,Columbia Valley (WA),Columbia Valley
38276,Napa Valley,Napa
38277,Temecula Valley,South Coast
38278,Sonoma County,Sonoma
38279,Oak Knoll District,Napa
38280,Sonoma Coast,Sonoma
38281,Russian River Valley,Sonoma
38282,Sonoma Valley,Sonoma
38283,Spring Mountain District,Napa
38284,Calistoga,Napa
38285,Calistoga,Napa
38286,Russian River Valley,Sonoma
38287,Sonoma Valley,Sonoma
38288,Sonoma Valley,Sonoma
38289,Napa Valley,Napa
38290,Bennett Valley,Sonoma
38291,Napa Valley,Napa
38292,Carneros,Napa-Sonoma
38293,Sonoma Valley,Sonoma
38294,Napa Valley,Napa
38295,Dry Creek Valley,Sonoma
38296,Columbia Valley (WA),Columbia Valley
38297,Horse Heaven Hills,Columbia Valley
38298,Napa Valley,Napa
38299,Columbia Valley (WA),Columbia Valley
38300,Napa Valley,Napa
38301,Knights Valley,Sonoma
38302,Sonoma Coast,Sonoma
38303,Santa Maria Valley,Central Coast
38304,Oregon,Oregon Other
38305,Monterey County,Central Coast
38306,Napa Valley,Napa
38307,California,California Other
38308,Sonoma County,Sonoma
38309,Paso Robles,Central Coast
38310,Napa Valley,Napa
38311,Russian River Valley,Sonoma
38312,Dry Creek Valley,Sonoma
38313,Coombsville,Napa
38314,Columbia Valley (WA),Columbia Valley
38315,Russian River Valley,Sonoma
38316,Walla Walla Valley (WA),Columbia Valley
38317,Walla Walla Valley (WA),Columbia Valley
38318,Columbia Valley (WA),Columbia Valley
38319,Santa Lucia Highlands,Central Coast
38320,Napa Valley,Napa
38321,Sonoma County,Sonoma
38322,Horse Heaven Hills,Columbia Valley
38323,Dry Creek Valley,Sonoma
38324,Sonoma County,Sonoma
38325,Columbia Valley (WA),Columbia Valley
38326,Napa Valley,Napa
38327,Rattlesnake Hills,Columbia Valley
38328,Napa Valley,Napa
38329,Amador County,Sierra Foothills
38330,Carneros,Napa-Sonoma
38331,Stags Leap District,Napa
38332,Santa Barbara County,Central Coast
38333,Sonoma Valley,Sonoma
38334,Russian River Valley,Sonoma
38335,Napa Valley,Napa
38336,California,California Other
38337,Sonoma County,Sonoma
38338,Russian River Valley,Sonoma
38339,Rogue Valley,Southern Oregon
38340,Dundee Hills,Willamette Valley
38341,Sta. Rita Hills,Central Coast
38342,Rogue Valley,Southern Oregon
38343,Russian River Valley,Sonoma
38344,Alexander Valley,Sonoma
38345,Napa Valley,Napa
38346,Walla Walla Valley (OR),Oregon Other
38347,Carneros,Napa-Sonoma
38348,Carneros,Napa-Sonoma
38349,Russian River Valley,Sonoma
38350,Sonoma Mountain,Sonoma
38351,Knights Valley,Sonoma
38352,Russian River Valley,Sonoma
38353,Sonoma County,Sonoma
38354,Napa Valley,Napa
38355,Santa Ynez Valley,Central Coast
38356,California,California Other
38357,Lodi,Central Valley
38358,Shenandoah Valley (CA),Sierra Foothills
38359,Napa Valley,Napa
38360,Rutherford,Napa
38361,Amador County,Sierra Foothills
38362,California,California Other
38363,Sonoma County,Sonoma
38364,Rogue Valley,Southern Oregon
38365,Lodi,Central Valley
38366,Paso Robles,Central Coast
38367,California,California Other
38368,Sonoma Valley,Sonoma
38369,California,California Other
38370,Santa Barbara County,Central Coast
38371,Russian River Valley,Sonoma
38372,Sonoma Coast,Sonoma
38373,Columbia Valley (OR),Oregon Other
38374,Sonoma Coast,Sonoma
38375,Napa Valley,Napa
38376,Carneros,Napa-Sonoma
38377,El Dorado County,Sierra Foothills
38378,Dry Creek Valley,Sonoma
38379,Columbia Valley (WA),Columbia Valley
38380,Santa Cruz Mountains,Central Coast
38381,Columbia Valley (WA),Columbia Valley
38382,Paso Robles,Central Coast
38383,Paso Robles,Central Coast
38384,Russian River Valley,Sonoma
38385,Santa Maria Valley,Central Coast
38386,Santa Cruz Mountains,Central Coast
38387,Sonoma County,Sonoma
38388,Paso Robles,Central Coast
38389,Columbia Gorge (OR),Oregon Other
38390,Santa Barbara County,Central Coast
38391,Paso Robles,Central Coast
38392,Contra Costa County,Central Coast
38393,Napa Valley,Napa
38394,California,California Other
